convoid,person,dialogue
42,SDR,Hey Eric. This is Trent from D&D Wholesale Supply. How are you?
42,Prospect,Good.
42,SDR,"That's great to hear. The reason I was giving you a call specifically is I noticed that you oversee procurement at Zenphi, and I was curious, if the purchasing of the pharmacy supplies, like the pill vials, if that item falls in your wheelhouse."
42,Prospect,uh… Yes.
42,SDR,"Oh, Okay. Fantastic. I figured it did, and the reason why I wanted to reach out and introduce myself is, we are a manufacturer and distributor specifically for pharmaceutical containers, so pill vials, bottles, other items like that, and we specialize in working with leading vet clinics and hospitals like, Maverick for example, to help them standardize the purchasing of this item, because more often times, not each of their locations purchases independently. Has your team talked at all about standardizing an item like that, or have you looked at cost for that item in the recent months or years?"
42,Prospect,"uhm, I mean it really falls under I guess, what we consider as the ‘supplies' category, which all kind of falls under, I mean, we have a agreement with Patterson right now. So, all ordering of that stuff goes through them. And you know, as far as a percentage, of what we purchase, it's a probably on the lower end. But and the other thing, is all of our purchasing does go through Vetcove. So I don't know if you work through Vetcove or not, but we only purchase through Vetcove."
42,SDR,"Yeah I appreciate you sharing that. Vetcove is super convenient for customers because you can load up all the suppliers on there, Patterson, Covetrus, MWI, like everyone on there and I'm sure with Patterson, you probably have a rebate or some sort of purchasing requirement that gives you an advantage. Just for context, this is a niche item, and it may not be worth your time, honestly, but we find this item in particular; the vials can oftentimes represent massive savings. So, for example, if you look at any of the vendors on Vetcove, they are purchasing this item, vials directly from a manufacturer like us. So, they're inevitably going to have to upcharge it, an additional 30 -50%, 100% markup so they can achieve their margin. So all that's to say is in the event you were interested in getting cost savings, just by looking at the price comparison, I guarantee there'd be a significant savings, on just the vials alone, if you were to compare our cost to what you're paying today. Based on that context, would you be interested in in looking at maybe just a basic formulary for this one or two items, just so you can see for yourself?"
42,Prospect,Yeah feel free to email me that. I'll take a look.
42,SDR,"Alright. Well, I'm happy to send you the cost just transparently, without trying to get volume or your pricing today, just because I know for a fact there'd be savings. But what I find in some cases is, I could send it over and you may be thinking it may or may not be worth your time to look at it. Is this, the pharmacy supply, the vials in particular, I know you're getting it from Patterson and Vetcove, but would this be worth taking a look at, based on what you've heard today?"
42,Prospect,"uh.. I mean, I honestly, I just I always take a look any time somebody calls and then I'll probably go and when I get a second I'll go and look at it, and compare it to what we're purchasing now. But there's other reasons we order through Vetcove. We have a API link, so all the invoices come through and are sent through the API link to our accounting system, so we typically don't use companies that are outside of that because it changes how we purchase. It would be an exception to how we order in our clinics, and so that's difficult to do when we have 36, and soon to be a lot more clinics; we have to be as consistent as possible. So, I would look at that information and make the contact, uhm.. but yeah, I don't know that it would be something on our radar right now. But yeah, like I said, you feel free to email it to me, and I always keep that stuff in a file so that I can at least reference it later."
42,SDR,"Yeah, I really appreciate it. And that's exciting to hear about your growth. I'm curious if you have an agreement with Patterson? But all of your clinics use Vetcove, are they just like, it's up to their discretion to purchase through Vetcove that item based on whatever is the lowest at the time, from whatever Vendor?"
42,Prospect,"Yeah well, typically Patterson is where we get the most benefit from, but yeah, they have the discretion to order it from whoever they want to, on Vetcove. But if they don't order on Vetcove, then they would get an invoice, and then they have to allocate it, and send it over and it has to go through our accounting, like the uh.. accounts payable email address and it just adds layers of work. Whereas when it goes through Vetcove, it's included in our current processes. So that's why we only have just very few.. like uhm.. from a product supply standpoint, there's very little that we order outside of Vetcove."
42,SDR,"Sure. It sounds like it may not be a good fit. But let me just leave you with this antidote, so I'm working with a group in Ohio. They have about 105 vet clinics today, and they pulled together an aggregate report of their spending on just the pill vials alone, and it represented about six hundred thousand in total spend and 6 to 12 different suppliers. Many of their locations are using Vetcove, and the issue with this is – one, across all their different clinics, it's inconsistent products; so for example, your logo definitely isn't on the cap, and then secondly, when you actually aggregate together the total cost, even if they are all getting from Patterson across different locations, some are paying above market rate, some are paying below, but that's why getting together in an enterprise purchasing agreement, just for this item, it may not be worth the time if it affects the process, but there would be pretty meaningful savings upwards of, if I had to estimate back of the napkin math, between 25,000 and 40,000 based on your size. That's something I could guarantee. It's just a matter if we could figure it out process-wise or not, so what I'd like to do is, I'll put together just a very simple formulary of our cost, just so you can go in and see for yourself, is this probably isn't something that's been reviewed in quite some time because it's in the bottom two-third spend. But it's all we do, and we supply to groups like Patterson and they're buying it from a manufacturer, and they have to then charge way more to put it on Vetcove, even though it seemingly is the best market rate. So that would be the advantage of working directly with someone like us."
